portfolio,agency,program,scheme,value12_13,diff_percent,difference,value13_14,value14_15,value15_16,value16_17,source
Department of Transportation,Federal Railroad Administration,Rhode Island rail development,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Alaska Railroad Rehabilitation,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Railroad Research and Development,Ground transportation,41000,,-5000,36000,37000,35000,33000,
Department of Transportation,Federal Railroad Administration,Railroad Research and Development,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Conrail commuter transition assistance,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Conrail commuter transition assistance,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Railroad Rehabilitation and Improvement Program,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Railroad Rehabilitation and Improvement Program,Ground transportation,17000,,16000,33000,0,0,0,
Department of Transportation,Federal Railroad Administration,High-speed rail trainsets and facilities,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,West Virginia rail development,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Regional rail reorganization program,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Regional rail reorganization program,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Alaska Railroad revolving fund,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Railroad Rehabilitation and Improvement Liquidating Account,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Railroad Rehabilitation and Improvement Liquidating Account,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Rail Service Improvement Program,Ground transportation,0,,0,0,225000,610000,1196000,
Department of Transportation,Federal Railroad Administration,Current Passenger Rail Service,Ground transportation,0,,0,0,1555000,2265000,2038000,
Department of Transportation,Federal Railroad Administration,"Railroad Research, Development, and Technology",Ground transportation,0,,0,0,7000,26000,35000,
Department of Transportation,Federal Railroad Administration,Northeast corridor improvement program,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Northeast corridor improvement program,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Railroad Administration,Trust fund share of next generation high-speed rail,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,"Transit Capital Assistance, Recovery Act",Ground transportation,18000,,-6000,12000,7000,0,0,
Department of Transportation,Federal Transit Administration,"Transit Capital Assistance, Recovery Act",Ground transportation,1039000,,-381000,658000,334000,20000,0,
Department of Transportation,Federal Transit Administration,"Fixed Guideway Infrastructure Investment, Recovery Act",Ground transportation,128000,,-38000,90000,3000,0,0,
Department of Transportation,Federal Transit Administration,Administrative Expenses,Ground transportation,98000,,3000,101000,109000,113000,115000,
Department of Transportation,Federal Transit Administration,"Research, Training, and Human Resources",Ground transportation,0,,1000,1000,0,0,0,
Department of Transportation,Federal Transit Administration,"Research, Training, and Human Resources",Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Miscellaneous Expired Accounts,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Job Access and Reverse Commute Grants,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Job Access and Reverse Commute Grants,Ground transportation,5000,,2000,7000,7000,1000,0,
Department of Transportation,Federal Transit Administration,Interstate Transfer Grants-transit,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Interstate Transfer Grants-transit,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Washington Metropolitan Area Transit Authority,Ground transportation,91000,,97000,188000,232000,170000,155000,
Department of Transportation,Federal Transit Administration,Formula Grants,Ground transportation,0,,0,0,1000,1000,0,
Department of Transportation,Federal Transit Administration,Formula Grants,Ground transportation,171000,,53000,224000,143000,83000,43000,
Department of Transportation,Federal Transit Administration,Formula Grants,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Formula Grants,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Grants for Energy Efficiency and Greenhouse Gas Reductions,Ground transportation,11000,,14000,25000,25000,21000,16000,
Department of Transportation,Federal Transit Administration,Capital Investment Grants,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Capital Investment Grants,Ground transportation,2443000,,9000,2452000,2569000,2425000,2123000,
Department of Transportation,Federal Transit Administration,University Transportation Research,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Research and University Research Centers,Ground transportation,55000,,-2000,53000,64000,70000,45000,
Department of Transportation,Federal Transit Administration,Research and University Research Centers,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Public Transportation Emergency Relief Program,Ground transportation,0,,1089000,1089000,2731000,2741000,2201000,
Department of Transportation,Federal Transit Administration,Transit Cooperative Research Program,Ground transportation,0,,0,0,7000,7000,7000,
Department of Transportation,Federal Transit Administration,Technical Assistance and Standards Development,Ground transportation,0,,0,0,5000,7000,7000,
Department of Transportation,Federal Transit Administration,Human Resources and Training,Ground transportation,0,,0,0,4000,5000,5000,
Department of Transportation,Federal Transit Administration,"Discretionary Grants (Transportation Trust Fund, Mass Transit Account)",Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,"Discretionary Grants (Transportation Trust Fund, Mass Transit Account)",Ground transportation,13000,,-4000,9000,9000,9000,0,
Department of Transportation,Federal Transit Administration,Transit Formula Grants,Ground transportation,0,,0,0,1000,2000,2000,
Department of Transportation,Federal Transit Administration,Transit Formula Grants,Ground transportation,8197000,,1055000,9252000,9886000,10255000,10328000,
Department of Transportation,Federal Transit Administration,Miscellaneous expired accounts,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Federal Transit Administration,Miscellaneous expired accounts,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Saint Lawrence Seaway Development Corporation,Saint Lawrence Seaway Development Corporation,Water transportation,0,,0,0,0,0,0,
Department of Transportation,Saint Lawrence Seaway Development Corporation,Saint Lawrence Seaway Development Corporation,Water transportation,-4000,,7000,3000,2000,5000,6000,
Department of Transportation,Saint Lawrence Seaway Development Corporation,Operations and Maintenance,Water transportation,32000,,0,32000,33000,34000,35000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Research and Special Programs,Other transportation,0,,0,0,0,0,0,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Research and Special Programs,Other transportation,0,,0,0,0,0,0,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Cooperative automotive research,Ground transportation,0,,0,0,0,0,0,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Operational Expenses,Other transportation,18000,,3000,21000,20000,20000,21000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Hazardous Materials Safety,Other transportation,44000,,0,44000,49000,53000,55000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Pipeline Safety,Other transportation,46000,,17000,63000,66000,78000,82000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Pipeline Safety,Other transportation,25000,,17000,42000,47000,55000,58000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Emergency Preparedness Grants,Other transportation,0,,0,0,0,0,0,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Emergency Preparedness Grants,Other transportation,22000,,23000,45000,25000,28000,28000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Emergency Preparedness Grants,Other transportation,0,,0,0,0,0,0,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Trust Fund Share of Pipeline Safety,Other transportation,15000,,1000,16000,14000,15000,15000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Trust Fund Share of Pipeline Safety,Other transportation,5000,,0,5000,5000,5000,5000,
Department of Transportation,Pipeline and Hazardous Materials Safety Administration,Alaska pipeline task force,Other transportation,0,,0,0,0,0,0,
Department of Transportation,Office of Inspector General,Salaries and Expenses,Other transportation,86000,,-1000,85000,88000,90000,90000,
Department of Transportation,Surface Transportation Board,Salaries and Expenses,Ground transportation,28000,,0,28000,30000,31000,31000,
Department of Transportation,Bureau of Transportation Statistics,Transportation statistics,Other transportation,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,Ship Construction,Water transportation,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,Operating-differential Subsidies,Water transportation,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,Ready Reserve Force,Defense-related activities,-28000,,128000,100000,52000,-1000,-1000,
Department of Transportation,Maritime Administration,Maritime Security Program,Defense-related activities,182000,,4000,186000,206000,214000,218000,
Department of Transportation,Maritime Administration,Operations and Training,Water transportation,150000,,88000,238000,162000,156000,158000,
Department of Transportation,Maritime Administration,Operations and Training,Water transportation,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,Ocean Freight Differential,Water transportation,47000,,88000,135000,50000,50000,50000,
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (title XI) Program Account,Defense-related activities,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (title XI) Program Account,Water transportation,12000,,30000,42000,3000,3000,3000,
Department of Transportation,Maritime Administration,Maritime Guaranteed Loan (title XI) Program Account,Water transportation,43000,,-31000,12000,0,0,0,
Department of Transportation,Maritime Administration,Ship Disposal,Water transportation,13000,,-2000,11000,4000,2000,2000,
Department of Transportation,Maritime Administration,Assistance to Small Shipyards,Water transportation,13000,,21000,34000,0,0,0,
Department of Transportation,Maritime Administration,Federal Ship Financing Fund Liquidating Account,Water transportation,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,War Risk Insurance Revolving Fund,Water transportation,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,Vessel Operations Revolving Fund,Water transportation,-7000,,6000,-1000,1000,2000,2000,
Department of Transportation,Maritime Administration,Port of Guam Improvement Enterprise Fund,Water transportation,1000,,49000,50000,0,0,0,
Department of Transportation,Maritime Administration,Gifts and bequests,Water transportation,0,,0,0,0,0,0,
Department of Transportation,Maritime Administration,"Miscellaneous Trust Funds, Maritime Administration",Water transportation,16000,,-8000,8000,2000,1000,1000,
Department of Transportation,Maritime Administration,"Special studies, services and projects",Water transportation,0,,0,0,0,0,0,
General Services Administration,General Services Administration,General Services Administration,General property and records management,0,,0,0,0,0,0,
General Services Administration,General Services Administration,Interest on Defense Production Activities,Other interest,0,,0,0,0,0,0,
General Services Administration,General Services Administration,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,-167000,,141000,-26000,-26000,-26000,-26000,
General Services Administration,General Services Administration,"Real Property Disposal, GSA",General property and records management,2000,,-2000,0,0,0,0,
General Services Administration,General Services Administration,"Broker Rebates, GSA",General property and records management,4000,,-4000,0,0,0,0,
General Services Administration,General Services Administration,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,Deductions for offsetting receipts,0,,-11000,-11000,-11000,-11000,-11000,
General Services Administration,General Services Administration,Land and water conservation fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,General Services Administration,"Land and Water Conservation Fund, Surplus Property Sales",General property and records management,-2000,,-4000,-6000,-6000,-6000,-6000,
General Services Administration,General Services Administration,Recoveries of Transportation Charges,General property and records management,-22000,,10000,-12000,-13000,-13000,-13000,
General Services Administration,General Services Administration,"Operating Expenses, Disposal of Surplus Real and Related Property",General property and records management,0,,0,0,0,0,0,
General Services Administration,General Services Administration,GSA property receipts,General property and records management,0,,0,0,0,0,0,
General Services Administration,General Services Administration,"Receipts of Rent, Leases and Lease Payments for Government Owned Real Property",General property and records management,0,,-3000,-3000,-3000,-3000,-3000,
General Services Administration,General Services Administration,"Other Receipts, Surplus Real and Related Personal Property",General property and records management,-2000,,-10000,-12000,-12000,-12000,-12000,
General Services Administration,General Services Administration,Transfers of Surplus Real and Related Personal Property Receipts,General property and records management,2000,,4000,6000,6000,6000,6000,
General Services Administration,General Services Administration,Receipts for Operating for Property Management and Disposal Serv,General property and records management,0,,0,0,0,0,0,
General Services Administration,General Services Administration,"Sale of property, Lorton Correctional Complex",General property and records management,0,,0,0,0,0,0,
General Services Administration,General Services Administration,Acquisition Workforce Training Fund,General property and records management,-9000,,-3000,-12000,-13000,-13000,-13000,
General Services Administration,General Services Administration,"Gifts and Donations, Pennsylvania Avenue Development Corporation",Community development,0,,0,0,0,0,0,
General Services Administration,General Services Administration,"Unconditional Gifts of Real, Personal, or Other Property",General property and records management,0,,0,0,0,0,0,
General Services Administration,General Services Administration,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Other advancement of commerce,0,,-2000,-2000,0,0,0,
General Services Administration,General Services Administration,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,General property and records management,0,,-24000,-24000,-4000,-1000,0,
General Services Administration,Real Property Activities,Pennsylvania Avenue activities,Community development,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,Pennsylvania Avenue activities,Community development,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,Real Property Relocation,General property and records management,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,Rare silver dollar program,General property and records management,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,"Real property, miscellaneous accounts",Federal litigative and judicial activities,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,"Real property, miscellaneous accounts",General property and records management,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,Land acquisition and development fund,Community development,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,Land acquisition and development fund,Community development,0,,0,0,0,0,0,
General Services Administration,Real Property Activities,Federal Buildings Fund,General property and records management,49000,,-139000,-90000,-198000,349000,-17000,
General Services Administration,Real Property Activities,"Federal Buildings Fund, Recovery Act",General property and records management,1511000,,-751000,760000,353000,100000,2000,
General Services Administration,Real Property Activities,Disposal of Surplus Real and Related Personal Property,General property and records management,1000,,8000,9000,9000,9000,9000,
General Services Administration,Real Property Activities,Unconditional Gift Fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,Supply and Technology Activities,"Energy-Efficient Federal Motor Vehicle Fleet Procurement, Recovery Act",Other general government,0,,0,0,0,0,0,
General Services Administration,Supply and Technology Activities,General Supply Fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,Supply and Technology Activities,General Supply Fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,Supply and Technology Activities,Federal telecommunications fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,Supply and Technology Activities,Acquisition Services Fund,General property and records management,128000,,-128000,0,-1000,0,270000,
General Services Administration,Supply and Technology Activities,Automatic data processing fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,Supply and Technology Activities,Information Technology Fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,Supply and Technology Activities,Expenses of Transportation Audit Contracts and Contract Administration,General property and records management,10000,,0,10000,9000,9000,9000,
General Services Administration,General Activities,Allowances and Office Staff for Former Presidents,Executive direction and management,3000,,1000,4000,4000,4000,4000,
General Services Administration,General Activities,"Expenses, Presidential Transition",Executive direction and management,0,,0,0,0,0,0,
General Services Administration,General Activities,Office of Inspector General,General property and records management,59000,,-3000,56000,62000,65000,66000,
General Services Administration,General Activities,Operating Expenses,General property and records management,62000,,3000,65000,64000,65000,67000,
General Services Administration,General Activities,Economic Opportunity Act close-out activities,Social services,0,,0,0,0,0,0,
General Services Administration,General Activities,Government-wide Policy,General property and records management,60000,,9000,69000,57000,64000,65000,
General Services Administration,General Activities,Refunds under Renegotiation Act,Other interest,0,,0,0,0,0,0,
General Services Administration,General Activities,Electronic Government (E-GOV) Fund,General property and records management,8000,,7000,15000,20000,21000,21000,
General Services Administration,General Activities,Election Reform Payments,Other general government,0,,0,0,0,0,0,
General Services Administration,General Activities,Election Reform Reimbursements,Other general government,0,,0,0,0,0,0,
General Services Administration,General Activities,"Emergency health activities, consolidated working fund",Defense-related activities,0,,0,0,0,0,0,
General Services Administration,General Activities,Panama Canal Revolving Fund,Water transportation,0,,0,0,0,0,0,
General Services Administration,General Activities,Panama Canal Revolving Fund,Water transportation,0,,0,0,0,0,0,
General Services Administration,General Activities,Virgin Islands Corporation liquidation fund,General property and records management,0,,0,0,0,0,0,
General Services Administration,General Activities,Working Capital Fund,General property and records management,14000,,-4000,10000,11000,-3000,-2000,
General Services Administration,General Activities,Federal Citizen Services Fund,Other advancement of commerce,36000,,4000,40000,41000,40000,37000,
General Services Administration,General Activities,Acquisition Workforce Training Fund,General property and records management,6000,,3000,9000,12000,13000,12000,
Department of Homeland Security,Department of Homeland Security,Tonnage Duty Increases,Water transportation,-22000,,0,-22000,-22000,-22000,-23000,
Department of Homeland Security,Department of Homeland Security,Radiological Emergency Preparedness,Disaster relief and insurance,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,Radiological Emergency Preparedness,Disaster relief and insurance,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,"General Fund Proprietary Interest Receipts, not Otherwise Classified",Other interest,-29000,,10000,-19000,-19000,-19000,-19000,
Department of Homeland Security,Department of Homeland Security,Marine Safety Fees,Water transportation,-16000,,0,-16000,-16000,-16000,-16000,
Department of Homeland Security,Department of Homeland Security,Mobile home receipts,Disaster relief and insurance,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,"Disaster Assistance, Downward Reestimates",Disaster relief and insurance,-327000,,301000,-26000,0,0,0,
Department of Homeland Security,Department of Homeland Security,"Boat safety payment, Coast Guard",Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,-16000,,16000,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,Deductions for offsetting receipts,-21000,,21000,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,Immigration User Fee,Federal law enforcement activities,0,,0,0,-166000,-183000,-190000,
Department of Homeland Security,Department of Homeland Security,Immigration User Fee,Federal law enforcement activities,-686000,,-12000,-698000,-724000,-746000,-761000,
Department of Homeland Security,Department of Homeland Security,Immigration Examination Fee,Federal law enforcement activities,-2709000,,-215000,-2924000,-3041000,-3065000,-3090000,
Department of Homeland Security,Department of Homeland Security,Land Border Inspection Fee,Federal law enforcement activities,-38000,,-4000,-42000,-43000,-44000,-44000,
Department of Homeland Security,Department of Homeland Security,H-1B Nonimmigrant Petitioner Account,Federal law enforcement activities,-323000,,63000,-260000,-260000,-260000,-260000,
Department of Homeland Security,Department of Homeland Security,Breached Bond/detention Fund,Federal law enforcement activities,-62000,,-13000,-75000,-65000,-65000,-65000,
Department of Homeland Security,Department of Homeland Security,"Interest & profits on invest., Offshore Oil Pollution Comp. Fund",Other interest,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,"Miscellaneous interest,Offshore Oil Pollution Compensation Fund",Other interest,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,"Interest, Deepwater Port Liability Fund, DOT",Other interest,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,"Reimbursement pursuant to liabilities, Deepwater port liability fund",Pollution control and abatement,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,Student and Exchange Visitor Fee,Federal law enforcement activities,-127000,,7000,-120000,-145000,-145000,-145000,
Department of Homeland Security,Department of Homeland Security,"Fees, Aviation Security Capital Fund",Air transportation,-250000,,0,-250000,-250000,-250000,-250000,
Department of Homeland Security,Department of Homeland Security,"Fees, Aviation Security, Deficit Reduction",Air transportation,0,,0,0,-200000,-1139000,-1410000,
Department of Homeland Security,Department of Homeland Security,H-1B and L Fraud Prevention and Detection Account,Federal law enforcement activities,-136000,,13000,-123000,-123000,-123000,-123000,
Department of Homeland Security,Department of Homeland Security,Unclaimed Checkpoint Money,Federal law enforcement activities,-1000,,0,-1000,-1000,0,0,
Department of Homeland Security,Department of Homeland Security,Immigrant Enforcement Account,Federal law enforcement activities,-1000,,0,-1000,-1000,-1000,-1000,
Department of Homeland Security,Department of Homeland Security,International Registered Traveler Program Fund,Federal law enforcement activities,-24000,,-10000,-34000,-35000,-36000,-37000,
Department of Homeland Security,Department of Homeland Security,"Fees, Airport Checkpoint Screening Fund",Air transportation,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,User Fees for Customs Services at Small Airports,Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,User Fees for Customs Services at Small Airports,Federal law enforcement activities,-7000,,-1000,-8000,-9000,-9000,-9000,
Department of Homeland Security,Department of Homeland Security,"Customs Conveyance, Passenger, and Other Fees",Federal law enforcement activities,0,,0,0,-194000,-201000,-208000,
Department of Homeland Security,Department of Homeland Security,"Customs Conveyance, Passenger, and Other Fees",Federal law enforcement activities,-463000,,-18000,-481000,-500000,-521000,-526000,
Department of Homeland Security,Department of Homeland Security,"US Customs User Fees Account, Merchandise Processing",Federal law enforcement activities,-2097000,,-63000,-2160000,-2237000,-2329000,-2352000,
Department of Homeland Security,Department of Homeland Security,Elimination of NAFTA Certain Customs Fees Exemption,Federal law enforcement activities,-83000,,-27000,-110000,-110000,-113000,-114000,
Department of Homeland Security,Department of Homeland Security,"Fees, National Flood Insurance Reserve Fund",Disaster relief and insurance,0,,0,0,-162000,-378000,-617000,
Department of Homeland Security,Department of Homeland Security,"Earnings on Investments, National Flood Insurance Reserve Fund",Other interest,0,,0,0,0,-2000,-8000,
Department of Homeland Security,Department of Homeland Security,"Sale of Real Property, U.S. Coast Guard Housing Special Fund",Water transportation,-2000,,-9000,-11000,-5000,-5000,0,
Department of Homeland Security,Department of Homeland Security,"Sale of Real Property, U.S. Coast Guard Housing Special Fund",Water transportation,-5000,,-6000,-11000,-5000,-5000,-5000,
Department of Homeland Security,Department of Homeland Security,Transfer from National Recreation Boating Safety and Improvement Fund,Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,"Recoveries, Oil Spill Liability Trust Fund",Pollution control and abatement,-35000,,-210000,-245000,-68000,-68000,-68000,
Department of Homeland Security,Department of Homeland Security,Gifts and Donations,Disaster relief and insurance,0,,0,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,General Gift Fund,Water transportation,-2000,,2000,0,0,0,0,
Department of Homeland Security,Department of Homeland Security,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Defense-related activities,0,,-125000,-125000,-122000,-8000,-5000,
Department of Homeland Security,Department of Homeland Security,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Ground transportation,0,,-9000,-9000,-3000,-1000,0,
Department of Homeland Security,Department of Homeland Security,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Air transportation,0,,-278000,-278000,-74000,-14000,-5000,
Department of Homeland Security,Department of Homeland Security,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Water transportation,0,,-229000,-229000,-63000,-18000,-14000,
Department of Homeland Security,Department of Homeland Security,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Disaster relief and insurance,0,,-233000,-233000,-331000,-156000,48000,
Department of Homeland Security,Department of Homeland Security,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Food and nutrition assistance,0,,-19000,-19000,-2000,0,0,
Department of Homeland Security,Department of Homeland Security,Deltas between the Annualized CR Amounts and the FY 2013 Budget Request,Federal law enforcement activities,0,,-161000,-161000,-55000,-8000,-2000,
Department of Homeland Security,Departmental Management and Operations,Departmental Operations,Disaster relief and insurance,0,,0,0,0,0,0,
Department of Homeland Security,Departmental Management and Operations,Departmental Operations,Federal law enforcement activities,495000,,-213000,282000,298000,388000,488000,
Department of Homeland Security,Departmental Management and Operations,Counterterrorism Fund,Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,Departmental Management and Operations,Office of the Chief Information Officer,Federal law enforcement activities,316000,,12000,328000,313000,259000,327000,
Department of Homeland Security,Departmental Management and Operations,Analysis and Operations,Federal law enforcement activities,341000,,-4000,337000,313000,320000,319000,
Department of Homeland Security,Departmental Management and Operations,Working Capital Fund,Federal law enforcement activities,-34000,,-104000,-138000,-266000,-11000,-9000,
Department of Homeland Security,Departmental Management and Operations,Gifts and Donations,Disaster relief and insurance,0,,1000,1000,0,0,0,
Department of Homeland Security,Departmental Management and Operations,Gifts and Donations,Disaster relief and insurance,0,,0,0,0,0,0,
Department of Homeland Security,Office of the Inspector General,Operating Expenses,Federal law enforcement activities,141000,,-6000,135000,145000,162000,150000,
Department of Homeland Security,Citizenship and Immigration Services,Citizenship and Immigration Services,Federal law enforcement activities,138000,,-54000,84000,116000,123000,126000,
Department of Homeland Security,Citizenship and Immigration Services,Citizenship and Immigration Services,Federal law enforcement activities,2563000,,439000,3002000,3100000,2935000,2887000,
Department of Homeland Security,Citizenship and Immigration Services,Immigration support,Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,United States Secret Service,Operating Expenses,Federal law enforcement activities,1584000,,54000,1638000,1653000,1527000,1560000,
Department of Homeland Security,United States Secret Service,Operating Expenses,Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,United States Secret Service,"Acquisition, Construction, and Improvements",Federal law enforcement activities,5000,,6000,11000,45000,53000,54000,
Department of Homeland Security,United States Secret Service,"Contribution for Annuity Benefits, United States Secret Service",Federal law enforcement activities,246000,,4000,250000,255000,260000,265000,
Department of Homeland Security,Office of the Under Secretary for Border and Transportation Security,Salaries and Expenses,Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,Transportation Security Administration,Federal Air Marshals,Air transportation,951000,,-9000,942000,867000,895000,863000,
Department of Homeland Security,Transportation Security Administration,Aviation Security,Air transportation,3220000,,-62000,3158000,2888000,2676000,2811000,
Department of Homeland Security,Transportation Security Administration,Aviation Security,Air transportation,46000,,138000,184000,269000,301000,264000,
Department of Homeland Security,Transportation Security Administration,Surface Transportation Security,Ground transportation,107000,,19000,126000,110000,112000,113000,
Department of Homeland Security,Transportation Security Administration,Surface Transportation Security,Air transportation,0,,0,0,0,0,0,
Department of Homeland Security,Transportation Security Administration,Surface Transportation Security,Air transportation,0,,0,0,0,0,0,
Department of Homeland Security,Transportation Security Administration,Transportation Security Support,Air transportation,980000,,-90000,890000,1098000,1157000,1176000,
Department of Homeland Security,Transportation Security Administration,Transportation Threat Assessment and Credentialing,Ground transportation,-6000,,-1000,-7000,0,0,0,
Department of Homeland Security,Transportation Security Administration,Transportation Threat Assessment and Credentialing,Ground transportation,0,,0,0,0,0,0,
Department of Homeland Security,Transportation Security Administration,Transportation Threat Assessment and Credentialing,Air transportation,158000,,6000,164000,181000,181000,186000,
Department of Homeland Security,Transportation Security Administration,Transportation Threat Assessment and Credentialing,Air transportation,-3000,,3000,0,0,0,0,
Department of Homeland Security,Federal Law Enforcement Training Center,Salaries and expenses,Federal law enforcement activities,233000,,7000,240000,241000,245000,252000,
Department of Homeland Security,Federal Law Enforcement Training Center,"Acquisitions, Construction, Improvements and Related Expenses",Federal law enforcement activities,50000,,-11000,39000,-562000,-299000,11000,
Department of Homeland Security,"Security, Enforcement, and Investigations",Transportation Security,Air transportation,0,,0,0,0,0,0,
Department of Homeland Security,"Security, Enforcement, and Investigations",Payments to the Government of Puerto Rico,Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,"Security, Enforcement, and Investigations",Consolidated working fund,Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,"Security, Enforcement, and Investigations",Miscellaneous permanent appropriations,General purpose fiscal assistance,0,,0,0,0,0,0,
Department of Homeland Security,"Security, Enforcement, and Investigations",Miscellaneous permanent appropriations,General purpose fiscal assistance,0,,0,0,0,0,0,
